,Unnamed: 0,docid,text_data,dupe_count
1638,1988990,7682390,"Hello, I care about the open internet and competition online. Please protect net neutrality. Thank you, Donovan",-1.0
1640,1723959,6516738,The internet should not be censored or prioritized based off who is paying the most.,-1.0
1647,2900313,17447515,"I am in favor of strong net neutrality under Title II of the Telecommunications Act.


Sincerely,
Roy Kidd",-1.0
1649,240037,442220,I feel strongly that the FCC should support net neutrality.,-1.0
1652,1643961,5008641,"Our free and open internet is not broken, so ""fix"" it!",-1.0
1659,244586,450240,You no longer belong to Verizon. Know your place as a servant of the US people. You know you spout lies. Protect title 2,-1.0
1660,106536,206557,I am in favor of net neutrality. I believe the internet should be an open platform for all.,-1.0
1662,176831,331215,I kindly ask for you to support Net Neutrality.,-1.0
1663,26159,66553,"Mr. Chaiman, 

I am requesting that you please keep strict net neutrality rules backed by Title II in place. Your ideas are harmful for a free and open internet.",-1.0
1666,386813,1096109,The internet should remain neutral without allowing ISPs to grant special treatment to corporations that it has financial incentives to support.,-1.0
1670,1791068,7244312,"Internet access is already too restrictive, with charges for both mobile and land-based access far beyond the cost for the carrier. It's time the providers answered to their customers.",-1.0
1675,91754,186270,Do not eliminate net neutrality!!!,-1.0
1676,2907741,19751006,Please do not change the FCC rules that protect net neutrality. Please keep ISPs as Title II providers. The proposed change is a bad idea for all but a few large corporations.,-1.0
1678,2901723,17769578,"I am in favor of strong net neutrality under Title II of the Telecommunications Act.


Sincerely,
Allen Garcia",-1.0
1682,195330,361533,Keeping Title II and net neutrality is important to me.,-1.0
1684,149607,268330,Do not take away net neutrality. Title II classification for ISPs is vital for keeping the internet an equal place for all.,-1.0
1686,375134,1077065,"Please (Federal Communications Commission) do not change the rules on net neutrality.  President Trump promised to drain the swamp of special interests and lobbyists.  Repealing this rule will further serve the Internet Service Providers who already have near monopoly power of these services in most localities.  Instead, please use your Title II authority to provide strong oversight of net neutrality.  Thank you.  The consuming public expects nothing less!",-1.0
1687,2314418,8470692,"Net neutrality is important to keep around, it helps artists like myself grow and prosper. Not to mention the necessity of a free and open place to share ideas!",-1.0
1688,1914772,7561774,how in anyones mind is it ok to take away our freedom of speech and expression. our choice to view what we want when we want. this isn't north korea is it? internet censorship is a violation of our right to choose,-1.0
1690,2817805,10972777,"I am in favor of strong net neutrality under Title II of the Telecommunications Act.


Sincerely,
William Poulos",-1.0
1692,1089686,3145146,I am in support of Title 2 protections over the internet service providers. Revoking these protections would leave consumers vulnerable to exploitation by monopolistic internet providers.,-1.0
1693,255883,473730,I support net neutrality and I urge to do likewise.,-1.0
1696,717773,2592603,"Hello, I'm Sage Bartell. Net neutrality is shit because without it our ISPs will spy on us!",-1.0
1698,2103441,7885002,#savenetneutrality,-1.0
1700,375625,1077744,"I support strong net neutrality, backed by Title 2 oversite of ISPs.",-1.0
1703,2679085,10449305,"Net neutrality is very important, without it we are one large step closer to being no better than Russia and China and you guys don't want to be filthy damn commies do you?\r\nTrenton Payne Padgett",-1.0
